Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
48019,Edmonton Strathcona,Edmonton Strathcona,Liberal Party of Canada,Parti libéral du Canada,Olszewski,Eleanor,,(587) 469-9868,11-Sep-15,6:50:00
48019,Edmonton Strathcona,Edmonton Strathcona,Independent,Indépendant,Schurman,Andrew,,(780) 318-3671,28-Sep-15,12:00:00
48019,Edmonton Strathcona,Edmonton Strathcona,Libertarian Party of Canada,Parti Libertarien du Canada,Stinson,Malcolm,,,25-Sep-15,5:45:00
48019,Edmonton Strathcona,Edmonton Strathcona,Conservative Party of Canada,Parti conservateur du Canada,Thom,Len,,(780) 306-4409,2-Sep-15,4:00:00
48020,Edmonton West,Edmonton-Ouest,Green Party of Canada,Le Parti Vert du Canada,Bryan,Pamela Leslie,,(780) 242-8695,11-Sep-15,8:50:00
48020,Edmonton West,Edmonton-Ouest,Libertarian Party of Canada,Parti Libertarien du Canada,Dussault,Alexander,,(780) 264-9689,28-Sep-15,10:20:00
48020,Edmonton West,Edmonton-Ouest,Liberal Party of Canada,Parti libéral du Canada,Leibovici,Karen,,(780) 306-2999,2-Sep-15,10:21:00
48020,Edmonton West,Edmonton-Ouest,New Democratic Party,Nouveau Parti démocratique,MacKenzie,Heather,,(780) 263-2552,3-Sep-15,1:58:00
48020,Edmonton West,Edmonton-Ouest,Conservative Party of Canada,Parti conservateur du Canada,McCauley,Kelly,,(587) 409-0964,21-Aug-15,10:45:00
48020,Edmonton West,Edmonton-Ouest,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Morton,Peggy,,(416) 253-4475,1-Sep-15,12:31:00
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Liberal Party of Canada,Parti libéral du Canada,Biollo,Jacqueline,,(780) 905-5200,13-Sep-15,7:42:00
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,New Democratic Party,Nouveau Parti démocratique,Bitz,Fritz K.,,(780) 502-1934,28-Aug-15,9:00:00
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Green Party of Canada,Le Parti Vert du Canada,Hut,Joy-Ann,,(780) 907-8309,21-Aug-15,12:00:00
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Conservative Party of Canada,Parti conservateur du Canada,Lake,Mike,,(780) 306-3030,31-Aug-15,3:00:00
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Libertarian Party of Canada,Parti Libertarien du Canada,Whitlock,Brayden,,,21-Sep-15,9:45:00
48022,Foothills,Foothills,Conservative Party of Canada,Parti conservateur du Canada,Barlow,John,,1 877 849-8882,20-Aug-15,4:50:00
48022,Foothills,Foothills,Liberal Party of Canada,Parti libéral du Canada,MacPherson,Tanya,,(403) 809-9808,22-Sep-15,5:01:00
48022,Foothills,Foothills,Libertarian Party of Canada,Parti Libertarien du Canada,Morgan,Cory,,(403) 819-3844,28-Sep-15,5:15:00
48022,Foothills,Foothills,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Slingerland,Marc,,(403) 849-1247,11-Sep-15,10:50:00
48022,Foothills,Foothills,New Democratic Party,Nouveau Parti démocratique,Thompson,Alison,,(403) 801-6805,2-Sep-15,4:45:00
48022,Foothills,Foothills,Green Party of Canada,Le Parti Vert du Canada,Tittel,Romy S.,,(403) 246-2609,14-Aug-15,10:44:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Libertarian Party of Canada,Parti Libertarien du Canada,Berry,Scott,,(604) 401-1219,21-Sep-15,6:00:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Green Party of Canada,Le Parti Vert du Canada,Deheer,Brian,,(780) 623-4754,21-Sep-15,8:00:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Liberal Party of Canada,Parti libéral du Canada,Harrietha,Kyle,,(780) 881-9859,9-Sep-15,2:51:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Janssen,Roelof,,(780) 674-3949,4-Sep-15,10:55:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,New Democratic Party,Nouveau Parti démocratique,Lepine,Melody,,(780) 792-8736,30-Aug-15,12:15:00
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Conservative Party of Canada,Parti conservateur du Canada,Yurdiga,David,,(780) 748-2485,9-Sep-15,2:23:00
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Green Party of Canada,Le Parti Vert du Canada,Friesen,James David,,,15-Aug-15,1:22:00
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Liberal Party of Canada,Parti libéral du Canada,Johnston,Reagan,,(780) 228-2536,23-Sep-15,7:50:00
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,New Democratic Party,Nouveau Parti démocratique,Mossagizi,Saba,,(587) 298-9198,11-Sep-15,3:37:00
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Libertarian Party of Canada,Parti Libertarien du Canada,Thompson,Dylan,,,12-Sep-15,11:00:00
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Conservative Party of Canada,Parti conservateur du Canada,Warkentin,Chris,,,14-Aug-15,6:54:00
48025,Lakeland,Lakeland,Libertarian Party of Canada,Parti Libertarien du Canada,McFadzean,Robert George,,,8-Sep-15,9:06:00
48025,Lakeland,Lakeland,Green Party of Canada,Le Parti Vert du Canada,Montgomery,Danielle,,,27-Sep-15,2:22:00
48025,Lakeland,Lakeland,Liberal Party of Canada,Parti libéral du Canada,Parenteau,Garry,,(780) 646-0763,19-Sep-15,2:00:00
48025,Lakeland,Lakeland,Conservative Party of Canada,Parti conservateur du Canada,Stubbs,Shannon,,,20-Aug-15,11:27:00
48025,Lakeland,Lakeland,New Democratic Party,Nouveau Parti démocratique,Zaraska,Duane,,,27-Aug-15,9:32:00
48026,Lethbridge,Lethbridge,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Capp,Geoffrey,,(403) 849-1247,31-Aug-15,5:45:00
48026,Lethbridge,Lethbridge,Conservative Party of Canada,Parti conservateur du Canada,Harder,Rachael,,(403) 332-1909,28-Aug-15,2:20:00
48026,Lethbridge,Lethbridge,Rhinoceros Party,Parti Rhinocéros,Krygier-Paine,Solly,,(403) 889-8609,21-Sep-15,7:10:00
48026,Lethbridge,Lethbridge,Green Party of Canada,Le Parti Vert du Canada,MacMillan,Kas,,,10-Sep-15,10:30:00
48026,Lethbridge,Lethbridge,New Democratic Party,Nouveau Parti démocratique,Meheden,Cheryl,,(403) 942-7002,3-Sep-15,11:35:00
48026,Lethbridge,Lethbridge,Liberal Party of Canada,Parti libéral du Canada,Pyne,Mike,,(403) 942-3900,26-Aug-15,1:31:00
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Liberal Party of Canada,Parti libéral du Canada,Allan,Glen,,(403) 525-0557,28-Aug-15,1:50:00
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Conservative Party of Canada,Parti conservateur du Canada,Hillyer,Jim,,(403) 487-0247,20-Aug-15,4:18:00
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Green Party of Canada,Le Parti Vert du Canada,Smith,Brent,,(403) 528-2925,31-Aug-15,4:15:00
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Independent,Indépendant,Turner,John Clayton,,(403) 866-4499,1-Sep-15,1:51:00
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,New Democratic Party,Nouveau Parti démocratique,Weir,Erin,,(403) 527-3299,4-Sep-15,3:22:00
48028,Peace River--Westlock,Peace River--Westlock,New Democratic Party,Nouveau Parti démocratique,Alexis,Cameron,,,26-Aug-15,4:45:00
48028,Peace River--Westlock,Peace River--Westlock,Liberal Party of Canada,Parti libéral du Canada,Brown,Chris,,(780) 355-3900,21-Sep-15,5:53:00
48028,Peace River--Westlock,Peace River--Westlock,Green Party of Canada,Le Parti Vert du Canada,Levac,Sabrina Lee,,(403) 336-2275,9-Sep-15,2:30:00
48028,Peace River--Westlock,Peace River--Westlock,Libertarian Party of Canada,Parti Libertarien du Canada,Sergeew,Jeremy,,(780) 778-6935,18-Sep-15,3:35:00
48028,Peace River--Westlock,Peace River--Westlock,Conservative Party of Canada,Parti conservateur du Canada,Viersen,Arnold,,(780) 674-4402,17-Aug-15,2:40:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,Conservative Party of Canada,Parti conservateur du Canada,Dreeshen,Earl,,(403) 505-5105,21-Aug-15,10:30:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,New Democratic Party,Nouveau Parti démocratique,Harris,Paul,,(403) 357-7570,14-Sep-15,4:00:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,Liberal Party of Canada,Parti libéral du Canada,Kastern,Chandra Lescia,,(403) 307-5450,24-Sep-15,9:00:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,Pirate Party of Canada,Parti Pirate du Canada,Milne,Scott,,(403) 439-3006,27-Sep-15,4:00:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,Green Party of Canada,Le Parti Vert du Canada,Oleny,Simon,,,26-Sep-15,5:30:00
48029,Red Deer--Mountain View,Red Deer--Mountain View,Libertarian Party of Canada,Parti Libertarien du Canada,Walper,James,,(403) 396-1096,25-Sep-15,8:45:00
48030,Red Deer--Lacombe,Red Deer--Lacombe,Conservative Party of Canada,Parti conservateur du Canada,Calkins,Blaine,,(403) 342-7731,9-Sep-15,10:10:00
48030,Red Deer--Lacombe,Red Deer--Lacombe,New Democratic Party,Nouveau Parti démocratique,Hart,Doug,,(403) 963-7080,10-Sep-15,9:45:00
48030,Red Deer--Lacombe,Red Deer--Lacombe,Green Party of Canada,Le Parti Vert du Canada,Kuzyk,Les,,(613) 562-4916,25-Sep-15,12:10:00
48030,Red Deer--Lacombe,Red Deer--Lacombe,Liberal Party of Canada,Parti libéral du Canada,Rock,Jeff,,(403) 986-1225,22-Sep-15,10:20:00
48031,St. Albert--Edmonton,St. Albert--Edmonton,Conservative Party of Canada,Parti conservateur du Canada,Cooper,Michael,,,13-Aug-15,2:32:00
48031,St. Albert--Edmonton,St. Albert--Edmonton,Liberal Party of Canada,Parti libéral du Canada,Ghettuba,Beatrice,,(780) 708-0073,24-Sep-15,6:34:00
48031,St. Albert--Edmonton,St. Albert--Edmonton,New Democratic Party,Nouveau Parti démocratique,Malayko,Darlene,,,27-Aug-15,4:50:00
48031,St. Albert--Edmonton,St. Albert--Edmonton,Green Party of Canada,Le Parti Vert du Canada,Oldham,Andrea,,,16-Sep-15,1:40:00
48031,St. Albert--Edmonton,St. Albert--Edmonton,Independent,Indépendant,Rathgeber,Brent,,,11-Aug-15,11:42:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Libertarian Party of Canada,Parti Libertarien du Canada,Burry,Stephen C.,,,23-Sep-15,10:05:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,New Democratic Party,Nouveau Parti démocratique,Cave,Joanne,,(780) 862-6130,25-Aug-15,10:00:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Independent,Indépendant,Ford,James,,,14-Sep-15,1:30:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Liberal Party of Canada,Parti libéral du Canada,Frank,Rod,,(780) 467-6568,10-Sep-15,10:15:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Conservative Party of Canada,Parti conservateur du Canada,Genuis,Garnett,,(780) 306-9223,27-Aug-15,9:10:00
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Green Party of Canada,Le Parti Vert du Canada,Harrop,Brandie,,,16-Aug-15,11:01:00
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Conservative Party of Canada,Parti conservateur du Canada,Ambrose,Rona,,(780) 306-9332,18-Aug-15,9:05:00
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Chauvet,Ernest,,,27-Aug-15,2:00:00
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,New Democratic Party,Nouveau Parti démocratique,Desforges,Guy,,(780) 995-3508,11-Sep-15,2:10:00
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Liberal Party of Canada,Parti libéral du Canada,Dueck,Travis,,(587) 594-5054,25-Sep-15,1:05:00
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Green Party of Canada,Le Parti Vert du Canada,Greene,Brendon,,(587) 783-5147,21-Sep-15,1:43:00
48034,Yellowhead,Yellowhead,Conservative Party of Canada,Parti conservateur du Canada,Eglinski,Jim,,(780) 723-1786,24-Aug-15,12:30:00
48034,Yellowhead,Yellowhead,New Democratic Party,Nouveau Parti démocratique,Kuzminski,Ken,,(780) 852-8151,17-Sep-15,8:06:00
48034,Yellowhead,Yellowhead,Libertarian Party of Canada,Parti Libertarien du Canada,Lystang,Cory,,,20-Aug-15,5:23:00
48034,Yellowhead,Yellowhead,Liberal Party of Canada,Parti libéral du Canada,Maguhn,Ryan,,(780) 817-6482,23-Sep-15,7:35:00
48034,Yellowhead,Yellowhead,Green Party of Canada,Le Parti Vert du Canada,Wolf Lange,Sandra,,,28-Aug-15,12:20:00
59001,Abbotsford,Abbotsford,Conservative Party of Canada,Parti conservateur du Canada,Fast,Ed,,(604) 425-1088,4-Sep-15,5:05:00
59001,Abbotsford,Abbotsford,Green Party of Canada,Le Parti Vert du Canada,Fowler,Stephen,,(778) 232-1354,17-Sep-15,2:00:00
59001,Abbotsford,Abbotsford,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,MacKay,David,,(416) 253-4475,4-Sep-15,4:20:00
59001,Abbotsford,Abbotsford,New Democratic Party,Nouveau Parti démocratique,Martel,Jen,,,5-Sep-15,9:05:00
59001,Abbotsford,Abbotsford,Liberal Party of Canada,Parti libéral du Canada,Njenga,Peter,,(604) 744-3001,14-Sep-15,4:30:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,New Democratic Party,Nouveau Parti démocratique,Baird Ellan,Carol,,(604) 620-0637,27-Aug-15,10:30:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Liberal Party of Canada,Parti libéral du Canada,Beech,Terry,,(604) 445-4673,31-Aug-15,12:40:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Independent,Indépendant,Chang,Helen Hee Soon,,(778) 990-6589,28-Sep-15,12:55:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Communist Party of Canada,Parti communiste du Canada,Jantzen,Brent,,(604) 254-9836,21-Sep-15,3:45:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Conservative Party of Canada,Parti conservateur du Canada,Little,Mike,,(604) 428-0590,19-Aug-15,6:00:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Green Party of Canada,Le Parti Vert du Canada,Quarmby,Lynne,,(604) 473-3688,18-Sep-15,2:25:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Sproule,Brian,,(416) 253-4475,2-Sep-15,3:20:00
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Libertarian Party of Canada,Parti Libertarien du Canada,Tylor,Chris,,,22-Sep-15,1:45:00
59003,Burnaby South,Burnaby-Sud,Libertarian Party of Canada,Parti Libertarien du Canada,Jaluague,Liz,,,27-Sep-15,2:14:00
59003,Burnaby South,Burnaby-Sud,Liberal Party of Canada,Parti libéral du Canada,Pankratz,Adam,,(604) 456-0519,4-Sep-15,3:17:00
59003,Burnaby South,Burnaby-Sud,Conservative Party of Canada,Parti conservateur du Canada,Seear,Grace,,(604) 283-9019,20-Aug-15,10:30:00
59003,Burnaby South,Burnaby-Sud,New Democratic Party,Nouveau Parti démocratique,Stewart,Kennedy,,(604) 757-2647,24-Aug-15,2:30:00
59003,Burnaby South,Burnaby-Sud,Green Party of Canada,Le Parti Vert du Canada,Tessari,Wyatt,,(604) 337-1420,20-Sep-15,4:30:00
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal Party of Canada,Parti libéral du Canada,Calogheros,Tracy,,(250) 981-5910,3-Sep-15,3:45:00
59004,Cariboo--Prince George,Cariboo--Prince George,No Affiliation,Aucune appartenance,Campbell,Gordon,,(250) 267-8967,28-Sep-15,1:15:00
59004,Cariboo--Prince George,Cariboo--Prince George,Independent,Indépendant,Clare,Sheldon,,,21-Aug-15,11:00:00
59004,Cariboo--Prince George,Cariboo--Prince George,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,De Kroon,Adam,,(250) 925-1225,14-Sep-15,1:40:00
59004,Cariboo--Prince George,Cariboo--Prince George,New Democratic Party,Nouveau Parti démocratique,Derrick,Trent,,(250) 561-1436,9-Sep-15,6:00:00
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative Party of Canada,Parti conservateur du Canada,Doherty,Todd,,(250) 596-5156,17-Aug-15,3:00:00
59004,Cariboo--Prince George,Cariboo--Prince George,Green Party of Canada,Le Parti Vert du Canada,Jaques,Richard Edward,,(604) 353-9600,11-Sep-15,11:40:00
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Conservative Party of Canada,Parti conservateur du Canada,Albas,Dan,,(778) 754-7033,28-Aug-15,1:45:00
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Green Party of Canada,Le Parti Vert du Canada,Mellalieu,Robert,,(250) 317-7788,12-Sep-15,11:15:00
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Liberal Party of Canada,Parti libéral du Canada,Scott,Karley,,(778) 755-6711,10-Sep-15,11:55:00
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,New Democratic Party,Nouveau Parti démocratique,Wood,Angelique,,(855) 267-0190,28-Aug-15,9:10:00
59006,Chilliwack--Hope,Chilliwack--Hope,Green Party of Canada,Le Parti Vert du Canada,Cheney,Thomas,,(604) 316-1540,3-Sep-15,5:00:00
59006,Chilliwack--Hope,Chilliwack--Hope,Liberal Party of Canada,Parti libéral du Canada,De Jaeger,Louis,,(604) 426-1039,12-Sep-15,9:00:00
59006,Chilliwack--Hope,Chilliwack--Hope,Libertarian Party of Canada,Parti Libertarien du Canada,Johnson,Alexander,,(604) 819-9384,24-Sep-15,2:00:00
59006,Chilliwack--Hope,Chilliwack--Hope,New Democratic Party,Nouveau Parti démocratique,MacPherson,Seonaigh,,(604) 392-1108,3-Sep-15,7:35:00
59006,Chilliwack--Hope,Chilliwack--Hope,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,O'Donnell,Dorothy-Jean,,(416) 253-4475,2-Sep-15,5:30:00
59006,Chilliwack--Hope,Chilliwack--Hope,Conservative Party of Canada,Parti conservateur du Canada,Strahl,Mark,,(604) 769-2202,20-Aug-15,10:05:00
59007,Cloverdale--Langley City,Cloverdale--Langley City,Liberal Party of Canada,Parti libéral du Canada,Aldag,John,,(604) 571-6412,11-Sep-15,3:30:00
59007,Cloverdale--Langley City,Cloverdale--Langley City,Green Party of Canada,Le Parti Vert du Canada,Anderson,Scott,,(778) 277-4736,11-Sep-15,12:10:00
59007,Cloverdale--Langley City,Cloverdale--Langley City,Conservative Party of Canada,Parti conservateur du Canada,Drysdale,Dean,,(778) 373-6369,21-Aug-15,9:20:00
59007,Cloverdale--Langley City,Cloverdale--Langley City,New Democratic Party,Nouveau Parti démocratique,Smith,Rebecca,,(778) 868-4502,11-Sep-15,5:15:00
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Libertarian Party of Canada,Parti Libertarien du Canada,Dahlby,Lewis Clarke,,,22-Sep-15,2:30:00
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Conservative Party of Canada,Parti conservateur du Canada,Horne,Douglas,,(604) 474-3684,25-Aug-15,4:00:00
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Liberal Party of Canada,Parti libéral du Canada,McKinnon,Ron,,(604) 475-8858,23-Aug-15,10:25:00
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Green Party of Canada,Le Parti Vert du Canada,Nickason,Brad,,(604) 537-6449,2-Sep-15,1:00:00
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,New Democratic Party,Nouveau Parti démocratique,Norman,Sara,,(604) 474-1650,27-Aug-15,1:30:00
59009,Courtenay--Alberni,Courtenay--Alberni,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Biley,Barbara,,(416) 253-4475,3-Sep-15,10:00:00
59009,Courtenay--Alberni,Courtenay--Alberni,Conservative Party of Canada,Parti conservateur du Canada,Duncan,John,,(250) 586-1161,23-Aug-15,5:00:00
59009,Courtenay--Alberni,Courtenay--Alberni,New Democratic Party,Nouveau Parti démocratique,Johns,Gord,,(778) 427-6010,27-Aug-15,11:40:00
59009,Courtenay--Alberni,Courtenay--Alberni,Liberal Party of Canada,Parti libéral du Canada,Powell-Davidson,Carrie,,(250) 586-1915,1-Sep-15,10:50:00
59009,Courtenay--Alberni,Courtenay--Alberni,Green Party of Canada,Le Parti Vert du Canada,Sollitt,Glenn,,(250) 240-4934,20-Aug-15,10:05:00
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Conservative Party of Canada,Parti conservateur du Canada,Barker,Martin,,(250) 597-8833,3-Sep-15,10:20:00
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Haythornthwaite,Alastair,,(416) 253-4475,23-Sep-15,1:29:00
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Green Party of Canada,Le Parti Vert du Canada,Hunt-Jinnouchi,Fran,,(250) 858-2760,17-Sep-15,10:57:00
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Liberal Party of Canada,Parti libéral du Canada,Krayenhoff,Luke,,(250) 929-1004,28-Sep-15,1:34:00
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,New Democratic Party,Nouveau Parti démocratique,MacGregor,Alistair,,(250) 597-0020,28-Aug-15,11:40:00
59011,Delta,Delta,Green Party of Canada,Le Parti Vert du Canada,Devellano,Anthony Edward,,,28-Sep-15,12:45:00
59011,Delta,Delta,Conservative Party of Canada,Parti conservateur du Canada,Findlay,Kerry-Lynne,,(778) 300-9397,25-Aug-15,4:51:00
59011,Delta,Delta,New Democratic Party,Nouveau Parti démocratique,Leveque,Jeremy,,(778) 395-5585,25-Aug-15,1:00:00
59011,Delta,Delta,Liberal Party of Canada,Parti libéral du Canada,Qualtrough,Carla,,(604) 652-4527,12-Sep-15,9:21:00
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,New Democratic Party,Nouveau Parti démocratique,Begg,Garry,,(778) 394-5525,31-Aug-15,5:00:00
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative Party of Canada,Parti conservateur du Canada,Grewal,Nina,,(604) 581-3386,4-Sep-15,5:00:00
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal Party of Canada,Parti libéral du Canada,Hardie,Ken,,(778) 293-2995,11-Sep-15,7:00:00
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Green Party of Canada,Le Parti Vert du Canada,Hosein,Richard,,(604) 364-3858,25-Sep-15,5:35:00
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Green Party of Canada,Le Parti Vert du Canada,Greenwood,Matthew,,(250) 852-1217,25-Aug-15,3:25:00
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Conservative Party of Canada,Parti conservateur du Canada,McLeod,Cathy,,(250) 372-5732,13-Aug-15,3:10:00
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Liberal Party of Canada,Parti libéral du Canada,Powrie,Steve,,,3-Sep-15,12:25:00
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,New Democratic Party,Nouveau Parti démocratique,Sundhu,Bill,,(250) 377-4204,19-Aug-15,12:45:00
59014,Kelowna--Lake Country,Kelowna--Lake Country,New Democratic Party,Nouveau Parti démocratique,Bowman,Norah Mary,,(236) 420-1143,27-Aug-15,11:40:00
59014,Kelowna--Lake Country,Kelowna--Lake Country,Conservative Party of Canada,Parti conservateur du Canada,Cannan,Ron,,(778) 581-0098,27-Aug-15,11:54:00
59014,Kelowna--Lake Country,Kelowna--Lake Country,Liberal Party of Canada,Parti libéral du Canada,Fuhr,Stephen,,(778) 738-1618,23-Aug-15,1:28:00
59015,Kootenay--Columbia,Kootenay--Columbia,Green Party of Canada,Le Parti Vert du Canada,Green,Bill,,(250) 354-2948,14-Aug-15,2:45:00
59015,Kootenay--Columbia,Kootenay--Columbia,Liberal Party of Canada,Parti libéral du Canada,Johnston,Don,,(250) 551-7789,1-Sep-15,10:16:00
59015,Kootenay--Columbia,Kootenay--Columbia,New Democratic Party,Nouveau Parti démocratique,Stetski,Wayne,,(250) 919-9104,8-Sep-15,3:20:00
59015,Kootenay--Columbia,Kootenay--Columbia,Conservative Party of Canada,Parti conservateur du Canada,Wilks,David,,1 888 361-1718,25-Aug-15,2:40:00
59016,Langley--Aldergrove,Langley--Aldergrove,Green Party of Canada,Le Parti Vert du Canada,Dhillon,Simmi Saminder Kaur,,(604) 805-7732,27-Sep-15,2:26:00
59016,Langley--Aldergrove,Langley--Aldergrove,Liberal Party of Canada,Parti libéral du Canada,Jensen,Leon,,(778) 867-5366,11-Sep-15,6:10:00
59016,Langley--Aldergrove,Langley--Aldergrove,New Democratic Party,Nouveau Parti démocratique,Sangster,Margot,,(604) 381-3295,3-Sep-15,1:35:00
59016,Langley--Aldergrove,Langley--Aldergrove,Libertarian Party of Canada,Parti Libertarien du Canada,Southern,Lauren,,(250) 317-4195,27-Sep-15,1:55:00
59016,Langley--Aldergrove,Langley--Aldergrove,Conservative Party of Canada,Parti conservateur du Canada,Warawa,Mark,,(604) 534-1160,19-Aug-15,11:08:00
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,New Democratic Party,Nouveau Parti démocratique,Adamson,Dennis,,,18-Sep-15,10:32:00
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Green Party of Canada,Le Parti Vert du Canada,Green,Arthur Alexander,,,19-Aug-15,11:00:00
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Independent,Indépendant,Scott,Wyatt,,(778) 848-4912,9-Sep-15,5:49:00
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Liberal Party of Canada,Parti libéral du Canada,Sidhu,Jati,,(778) 242-4542,4-Sep-15,3:42:00
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Conservative Party of Canada,Parti conservateur du Canada,Vis,Brad,,(604) 287-1661,1-Sep-15,2:00:00
